DATE,BTC,ETH,BNB,SOL,SPY,NVDA,Oil,Gold,Nasdaq,Energy,Layer0,SmartContract,Lending,Exchange,SocialTokens,Gaming,RealWorldAssets,Energy_Median,Layer0_Median,SmartContract_Median,Lending_Median,Exchange_Median,SocialTokens_Median,Gaming_Median,RealWorldAssets_Median,BTC_pct_change,ETH_pct_change,BNB_pct_change,SOL_pct_change,SPY_pct_change,NVDA_pct_change,Oil_pct_change,Gold_pct_change,Nasdaq_pct_change,Energy_pct_change,Layer0_pct_change,SmartContract_pct_change,Lending_pct_change,Exchange_pct_change,SocialTokens_pct_change,Gaming_pct_change,RealWorldAssets_pct_change,Energy_Median_pct_change,Layer0_Median_pct_change,SmartContract_Median_pct_change,Lending_Median_pct_change,Exchange_Median_pct_change,SocialTokens_Median_pct_change,Gaming_Median_pct_change,RealWorldAssets_Median_pct_change,Corr_ETH,Corr_BNB,Corr_SOL,Corr_SPY,Corr_NVDA,Corr_Oil,Corr_Gold,Corr_Nasdaq
2023-08-21,26124.140625,1667.269043,210.638947,21.20826,433.279541,46.952942,80.72,1923.0,13497.59,0.1643133078,4.426762797,0.05585999427,0.0003945081433,0.168911384,3.075440931,0.1652642869,25952.475663281,0.1643133078,4.426762797,0.05585999427,0.0003945081433,0.168911384,3.075440931,0.1652642869,25952.475663281,0.0028631575204089987,0.0038074558405565284,-0.025327552820637034,-0.0059634431695578805,0.006506272694370541,0.08471324508517664,-0.006523076923076965,0.0033915992695017216,0.015560411051872114,0.23724598368303362,-0.01855523759170019,-0.049184744584277795,-0.000802779507578788,0.0267485013671942,0.06996269212488904,-0.021317736434982693,-0.014554019514410488,0.23724598368303362,-0.01855523759170019,-0.049184744584277795,-0.000802779507578788,0.0267485013671942,0.06996269212488904,-0.021317736434982693,-0.014554019514410488,,,,,,,,
2023-08-22,26031.65625,1633.892578,210.834351,20.546541,432.105927,45.654331,80.35,1926.0,13505.87,0.1554784078,4.42045531,0.05523766993,0.0003938961121,0.1727416315,3.026971315,0.1649622488,25809.85748347,0.1554784078,4.42045531,0.05523766993,0.0003938961121,0.1727416315,3.026971315,0.1649622488,25809.85748347,-0.0035401882238949023,-0.020018643745669307,0.0009276726967306637,-0.031201003759855683,-0.002708676244650987,-0.02765771312051124,-0.004583746283449042,0.0015600624024960652,0.00061344284424103,-0.05376862116824843,-0.0014248531690639332,-0.011140787752178971,-0.0015513778622678887,0.02267607670540417,-0.01576021685587703,-0.001827606591028208,-0.0054953593507374165,-0.05376862116824843,-0.0014248531690639332,-0.011140787752178971,-0.0015513778622678887,0.02267607670540417,-0.01576021685587703,-0.001827606591028208,-0.0054953593507374165,,,,,,,,
2023-08-23,26431.640625,1679.274414,216.399292,21.703625,436.91864,47.101902,78.89,1948.1,13721.03,0.1537210386,4.488039828,0.05352742062,0.0003987235389,0.1839291265,3.067890272,0.163032685,26481.696407706,0.1537210386,4.488039828,0.05352742062,0.0003987235389,0.1839291265,3.067890272,0.163032685,26481.696407706,0.015365306423789304,0.027775287439980145,0.026394849670393628,0.05631526980624124,0.011137808345776268,0.03170719991494342,-0.018170504044803915,0.011474558670820256,0.015930850807833963,-0.011302979139460878,0.015289039988054753,-0.030961648312959444,0.012255583773760348,0.06476432405352162,0.013518118522375167,-0.011697002278014401,0.026030322897609093,-0.011302979139460878,0.015289039988054753,-0.030961648312959444,0.012255583773760348,0.06476432405352162,0.013518118522375167,-0.011697002278014401,0.026030322897609093,,,,,,,,
2023-08-24,26162.373047,1659.94458,218.646393,21.033031,430.863373,47.148884,79.05,1947.1,13463.97,0.1531811696,4.421214316,0.0535760509,0.0003957306958,0.1854942843,3.027854256,0.1620464559,26174.814825048,0.1531811696,4.421214316,0.0535760509,0.0003957306958,0.1854942843,3.027854256,0.1620464559,26174.814825048,-0.010187319879996992,-0.011510825055659923,0.010384049685338015,-0.030897787811943744,-0.013859026476874425,0.0009974544127751006,0.0020281404487261234,-0.0005133206714234007,-0.01873474513210749,-0.0035120046346083234,-0.014889687828322784,0.0009085115523355114,-0.00750606073636062,0.00850957012509923,-0.013050015629763712,-0.006049272267091843,-0.011588441236290992,-0.0035120046346083234,-0.014889687828322784,0.0009085115523355114,-0.00750606073636062,0.00850957012509923,-0.013050015629763712,-0.006049272267091843,-0.011588441236290992,,,,,,,,
2023-08-25,26047.667969,1652.935059,218.331055,20.392719,433.900848,46.00423,79.83,1939.9,13590.65,0.146312768,4.490522836,0.05273363318,0.0003950380912,0.1829715279,3.03417392,0.1615608252,26052.586441587,0.146312768,4.490522836,0.05273363318,0.0003950380912,0.1829715279,3.03417392,0.1615608252,26052.586441587,-0.004384352971113836,-0.004222743990645816,-0.0014422282282973153,-0.03044316342233322,0.007049740568224161,-0.024277435707704242,0.00986717267552173,-0.0036978069950180936,0.009408814784940933,-0.04483841987847048,0.01567635383545607,-0.015723774071597307,-0.0017501917524993527,-0.01360018401386398,0.002087175757379045,-0.002996860976087423,-0.004669694294992199,-0.04483841987847048,0.01567635383545607,-0.015723774071597307,-0.0017501917524993527,-0.01360018401386398,0.002087175757379045,-0.002996860976087423,-0.004669694294992199,,,,,,,,
2023-08-28,26106.150391,1652.457397,218.718567,20.5571,436.652374,46.820984,80.1,1946.8,13705.13,0.139402207,4.607320768,0.0534442517,0.0003934058792,0.1660574982,2.994517331,0.1616785188,25510.7,0.139402207,4.607320768,0.0534442517,0.0003934058792,0.1660574982,2.994517331,0.1616785188,25510.7,0.0022452075966878926,-0.0002889780801726971,0.0017748826432411047,0.008060769140201485,0.006341370413730951,0.017753889153236724,0.0033821871476888976,0.0035568843754831825,0.008423438172567188,-0.04723142822368043,0.02600987374201602,0.013475622238551033,-0.004131783836444303,-0.09244077422386776,-0.013069978862648823,0.0007284785767485147,-0.020799717632718373,-0.04723142822368043,0.02600987374201602,0.013475622238551033,-0.004131783836444303,-0.09244077422386776,-0.013069978862648823,0.0007284785767485147,-0.020799717632718373,,,,,,,,
2023-08-29,27727.392578,1729.725708,226.862885,21.780764,442.964081,48.769402,81.16,1965.1,13943.76,0.1424723564,4.67733998,0.06664545941,0.0004083803858,0.1772617268,3.034316051,0.162514971,26625.22418116,0.1424723564,4.67733998,0.06664545941,0.0004083803858,0.1772617268,3.034316051,0.162514971,26625.22418116,0.06210192474639675,0.04675963879025202,0.0372365186536725,0.059525127571496084,0.01445476396287737,0.041614204434490265,0.01323345817727839,0.009400041093075684,0.017411728309034702,0.022023678577771655,0.015197381629322715,0.24700893529397083,0.038063759063415636,0.06747198242445873,0.013290529190795874,0.005173551849734004,0.043688498597059144,0.022023678577771655,0.015197381629322715,0.24700893529397083,0.038063759063415636,0.06747198242445873,0.013290529190795874,0.005173551849734004,0.043688498597059144,,,,,,,,
2023-08-30,27297.265625,1705.112183,223.799438,20.834904,444.788574,49.249252,81.63,1973.0,14019.31,0.1384122734,4.535387248,0.06156349571,0.0004003495863,0.1705745062,3.053365055,0.1546097202,27355.460508475,0.1384122734,4.535387248,0.06156349571,0.0004003495863,0.1705745062,3.053365055,0.1546097202,27355.460508475,-0.01551270830064555,-0.014229727225630096,-0.013503517774624108,-0.04342639220552591,0.004118828316465706,0.00983916103789828,0.00579103006407089,0.0040201516462266,0.005418194231684881,-0.028497338730055555,-0.030349030134003696,-0.0762537124807855,-0.019664998073470108,-0.03772512386469651,0.00627785757311683,-0.04864321576871844,0.027426485589244987,-0.028497338730055555,-0.030349030134003696,-0.0762537124807855,-0.019664998073470108,-0.03772512386469651,0.00627785757311683,-0.04864321576871844,0.027426485589244987,,,,,,,,
2023-08-31,25931.472656,1645.63916,216.597794,19.735092,444.137665,49.340225,83.63,1965.9,14034.97,0.1327210536,4.269318345,0.05888748838,0.0003888142523,0.1674053442,2.970908116,0.1557918827,26102.616474736,0.1327210536,4.269318345,0.05888748838,0.0003888142523,0.1674053442,2.970908116,0.1557918827,26102.616474736,-0.05003405790758564,-0.0348792434849432,-0.032179008420923805,-0.05278699628277628,-0.0014634121424170754,0.001847195567558968,0.024500796275878978,-0.0035985808413583342,0.0011170307240513377,-0.04111788398672456,-0.05866509042140333,-0.043467436329567066,-0.028813153290874416,-0.018579341488956902,-0.027005267144514455,0.007646107233560517,-0.045798681888424286,-0.04111788398672456,-0.05866509042140333,-0.043467436329567066,-0.028813153290874416,-0.018579341488956902,-0.027005267144514455,0.007646107233560517,-0.045798681888424286,,,,,,,,
2023-09-01,25800.724609,1628.491211,213.630554,19.327845,444.966095,48.49448,85.55,1967.1,14031.81,0.1297887707,4.216461484,0.05936444411,0.0003827805813,0.1661082087,2.911019042,0.1565505932,25917.867748349,0.1297887707,4.216461484,0.05936444411,0.0003827805813,0.1661082087,2.911019042,0.1565505932,25917.867748349,-0.005042060230611267,-0.010420236353636536,-0.0136993084980358,-0.020635677806822517,0.001865254999257937,-0.017141085189619543,0.022958268563912476,0.0006104074469708287,-0.00022515188846150558,-0.0220935776236183,-0.012380632393436675,0.008099440868019503,-0.015518132281181263,-0.0077484712701304526,-0.020158507655441693,0.004870025875873152,-0.007077785729481034,-0.0220935776236183,-0.012380632393436675,0.008099440868019503,-0.015518132281181263,-0.0077484712701304526,-0.020158507655441693,0.004870025875873152,-0.007077785729481034,,,,,,,,
2023-09-05,25779.982422,1633.629395,214.478134,20.272385,443.042969,48.53347,86.69,1952.6,14020.95,0.1334525754,4.252758897,0.05538430375,0.0003916765169,0.1618748105,2.920868393,0.1565091588,25622.554223323,0.1334525754,4.252758897,0.05538430375,0.0003916765169,0.1618748105,2.920868393,0.1565091588,25622.554223323,-0.0008039381573323734,0.003155180676010394,0.003967503637143599,0.048869390250180444,-0.0043219607552345,0.0008040090336054462,0.013325540619520737,-0.00737125718062126,-0.0007739557476903469,0.028228980675598647,0.008608501023366522,-0.06704586254736844,0.023240300147378434,-0.025485785640165126,0.003383471855695319,-0.00026467098688709445,-0.011394206031659748,0.028228980675598647,0.008608501023366522,-0.06704586254736844,0.023240300147378434,-0.025485785640165126,0.003383471855695319,-0.00026467098688709445,-0.011394206031659748,,,,,,,,
2023-09-06,25753.236328,1632.252319,215.134659,19.620029,440.064636,47.050793,87.54,1944.2,13872.47,0.1345440433,4.269727828,0.05395914231,0.0004020577887,0.1633336588,2.922258903,0.1568554499,25644.724186908,0.1345440433,4.269727828,0.05395914231,0.0004020577887,0.1633336588,2.922258903,0.1568554499,25644.724186908,-0.0010374752613165894,-0.0008429549591937313,0.0030610346507395914,-0.03217953881598046,-0.006722447275762988,-0.030549577435942665,0.00980505248586927,-0.004301956365871051,-0.010589867305710432,0.008178694916366469,0.003990099465072117,-0.02573222634400285,0.02650470822750517,0.009012200820460725,0.0004760604768541121,0.0022125931968142165,0.0008652518945522214,0.008178694916366469,0.003990099465072117,-0.02573222634400285,0.02650470822750517,0.009012200820460725,0.0004760604768541121,0.0022125931968142165,0.0008652518945522214,,,,,,,,
2023-09-07,26240.195313,1647.598267,216.887177,19.890499,438.713562,46.230965,86.87,1942.5,13748.83,0.1358943845,4.293165886,0.05628662615,0.0004168084068,0.1653570112,2.926866405,0.1579939488,26168.237476388,0.1358943845,4.293165886,0.05628662615,0.0004168084068,0.1653570112,2.926866405,0.1579939488,26168.237476388,0.018908652054365538,0.009401700840836913,0.008146144410882794,0.013785402661739221,-0.00307017171904711,-0.017424318438161057,-0.007653644048435049,-0.0008743956383088225,-0.008912616138293972,0.010036425001655802,0.005489356451785499,0.04313418895038024,0.03668780586913667,0.0123878471520531,0.0015766919198261231,0.007258268046955507,0.02041407369657966,0.010036425001655802,0.005489356451785499,0.04313418895038024,0.03668780586913667,0.0123878471520531,0.0015766919198261231,0.007258268046955507,0.02041407369657966,,,,,,,,
2023-09-08,25905.654297,1636.137817,214.562027,19.599045,439.374268,45.562115,87.51,1942.7,13761.53,0.1351510153,4.250038873,0.05587978458,0.0004130126864,0.1620546885,2.926277344,0.1566208782,25829.834516431,0.1351510153,4.250038873,0.05587978458,0.0004130126864,0.1620546885,2.926277344,0.1566208782,25829.834516431,-0.012749181628013972,-0.006955852181653288,-0.01072055080508516,-0.014652925499757385,0.001506007694378031,-0.014467576006687244,0.0073673304938413064,0.00010296010296007019,0.0009237149633822828,-0.005470198071355847,-0.010045503515397902,-0.007228032622097369,-0.009106631099744855,-0.019970865922375847,-0.00020125995467168423,-0.00869065309417727,-0.01293182088638356,-0.005470198071355847,-0.010045503515397902,-0.007228032622097369,-0.009106631099744855,-0.019970865922375847,-0.00020125995467168423,-0.00869065309417727,-0.01293182088638356,,,,,,,,
2023-09-11,25162.654297,1551.637695,206.03421,17.739166,442.263855,45.168198,87.29,1947.2,13917.89,0.1264284273,3.98755384,0.05318914299,0.0003796738283,0.1542920711,2.826160107,0.1584561898,25228.28210782,0.1264284273,3.98755384,0.05318914299,0.0003796738283,0.1542920711,2.826160107,0.1584561898,25228.28210782,-0.02868099726344464,-0.05164609064225312,-0.039745229476229715,-0.09489640949342171,0.0065765958783914336,-0.00864571365925404,-0.0025139984001828486,0.0023163638235446093,0.011362108719015884,-0.0645395669476706,-0.06176061933634003,-0.048150536195213145,-0.08072114779474726,-0.0479012207042685,-0.03421317436137028,0.011718179728607891,-0.02328905391276659,-0.0645395669476706,-0.06176061933634003,-0.048150536195213145,-0.08072114779474726,-0.0479012207042685,-0.03421317436137028,0.011718179728607891,-0.02328905391276659,,,,,,,,
2023-09-12,25833.34375,1592.429443,210.99437,17.929827,439.837799,44.860264,88.84,1935.1,13773.61,0.1286726527,3.985319992,0.05300826098,0.0004716346917,0.1538560797,2.848468229,0.1556765216,25876.957250485,0.1286726527,3.985319992,0.05300826098,0.0004716346917,0.1538560797,2.848468229,0.1556765216,25876.957250485,0.02665416156355027,0.026289479903361057,0.024074448607345422,0.010748025019891028,-0.005485539848152365,-0.00681749579648927,0.017756902279757014,-0.0062140509449466474,-0.010366513889677131,0.017750955603321072,-0.0005602051005786368,-0.0034007318003602682,0.24221017237811004,-0.0028257537596823035,0.007893438855337775,-0.01754218755044179,0.02571222011442198,0.017750955603321072,-0.0005602051005786368,-0.0034007318003602682,0.24221017237811004,-0.0028257537596823035,0.007893438855337775,-0.01754218755044179,0.02571222011442198,,,,,,,,
2023-09-13,26228.324219,1607.988525,212.642593,18.403,440.350677,45.475136,88.52,1932.5,13813.59,0.1322565686,3.999328155,0.05186389069,0.0004439559466,0.1576327614,2.873584832,0.1573137681,26311.485122939,0.1322565686,3.999328155,0.05186389069,0.0004439559466,0.1576327614,2.873584832,0.1573137681,26311.485122939,0.01528956037679019,0.009770657072685207,0.007811691847512403,0.026390271361792728,0.0011660616735671425,0.013706383894664498,-0.0036019810895994153,-0.0013435998139630367,0.0029026522458526216,0.02785297283297572,0.0035149405889915997,-0.02158852731335159,-0.05868683026736721,0.024546847335276123,0.008817582286609449,0.01051697766093973,0.0167920775324486,0.02785297283297572,0.0035149405889915997,-0.02158852731335159,-0.05868683026736721,0.024546847335276123,0.008817582286609449,0.01051697766093973,0.0167920775324486,,,,,,,,
2023-09-14,26539.673828,1626.974365,212.282837,18.838306,444.147522,45.571114,90.16,1932.8,13926.05,0.1402122421,4.0589192,0.05396332024,0.0004576871311,0.1601885436,2.872576071,0.1567914348,26488.588687281,0.1402122421,4.0589192,0.05396332024,0.0004576871311,0.1601885436,2.872576071,0.1567914348,26488.588687281,0.011870739678231379,0.011807198686321518,-0.0016918341472632603,0.023654078139433876,0.008622321250570053,0.0021105599332347236,0.018526886579304014,0.0001552393272963304,0.008141257993034223,0.060153333662098296,0.014900263916952872,0.04047960000819617,0.030929159987965305,0.01621352171528989,-0.0003510461875935178,-0.0033203279427390653,0.006731036409176161,0.060153333662098296,0.014900263916952872,0.04047960000819617,0.030929159987965305,0.01621352171528989,-0.0003510461875935178,-0.0033203279427390653,0.006731036409176161,,,,,,,,
2023-09-15,26608.693359,1641.640381,214.175522,19.168844,438.796295,43.890476,90.77,1946.2,13708.33,0.1420965734,4.13778593,0.0551662494,0.0005299192598,0.1682493287,2.903093032,0.1550396324,26501.413755446,0.1420965734,4.13778593,0.0551662494,0.0005299192598,0.1682493287,2.903093032,0.1550396324,26501.413755446,0.002600617153296847,0.009014288310559726,0.008915864451161548,0.01754605748521132,-0.012048309930681067,-0.036879458334066695,0.006765749778172125,0.006932947019867575,-0.01563400964379702,0.013439135354929244,0.019430475482241638,0.022291607607723307,0.15781988129401436,0.0503206091949262,0.010623551908018447,-0.011172819498938558,0.0004841733289910888,0.013439135354929244,0.019430475482241638,0.022291607607723307,0.15781988129401436,0.0503206091949262,0.010623551908018447,-0.011172819498938558,0.0004841733289910888,,,,,,,,
2023-09-18,26754.28125,1637.347046,216.003922,19.657246,439.053619,43.956459,91.48,1953.4,13710.24,0.1412628286,4.108832743,0.05239730378,0.0004879850144,0.1677698099,2.852172712,0.1574414559,26720.887897131,0.1412628286,4.108832743,0.05239730378,0.0004879850144,0.1677698099,2.852172712,0.1574414559,26720.887897131,0.005471440819575513,-0.002615271316233403,0.008536923281083464,0.02547894906964654,0.0005864315695738309,0.0015033557621932925,0.00782196761044407,0.003699517007501818,0.00013933134087085186,-0.005867451832585857,-0.00699726556419511,-0.05019274737934232,-0.07913327289864247,-0.0028500488156776305,-0.017540023498633706,0.015491674372674957,0.008281601265136329,-0.005867451832585857,-0.00699726556419511,-0.05019274737934232,-0.07913327289864247,-0.0028500488156776305,-0.017540023498633706,0.015491674372674957,0.008281601265136329,,,,,,,,
2023-09-19,27211.117188,1643.544678,217.210953,20.036188,438.143097,43.510559,91.2,1953.7,13678.19,0.1419678487,4.152153031,0.05440209343,0.0005963226637,0.1708514774,2.86790973,0.1529610178,27247.881169199,0.1419678487,4.152153031,0.05440209343,0.0005963226637,0.1708514774,2.86790973,0.1529610178,27247.881169199,0.01707524615336098,0.00378516699629472,0.005588005017797881,0.01927747152373227,-0.002073828709290293,-0.01014412921659591,-0.003060778312199419,0.00015357837616458703,-0.002337668778956359,0.004990839465605967,0.010543210373749723,0.03826131318545478,0.22201019724592586,0.018368426964522566,0.0055175543661114546,-0.02845780404143239,0.019722146737668256,0.004990839465605967,0.010543210373749723,0.03826131318545478,0.22201019724592586,0.018368426964522566,0.0055175543661114546,-0.02845780404143239,0.019722146737668256,,,,,,,,
